drugs,from_user,text,time,geo_coordinates,iso_language_code,from_user_id_str,id_str,to_user,to_user_id_str,created_at,in_reply_to_status_id_str,source,profile_image_url,status_url,entities_str,compt
amoxicillin,SomersSammy,fucking lovvvvve the taste of amoxicillin👍 only good part about steep throat,09/09/2012 22:28:30,"loc: 42.625224,-82.956638",en,393073643,244925273114558464 ,,0,"Sun, 09 Sep 2012 22:28:30 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2568115777/image_normal.jpg,http://twitter.com/SomersSammy/statuses/244925273114558464,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,slutsinc,Cigarettes are the best and worst partner for hydrocodone #10RandomThoughts,09/09/2012 21:06:46,"loc: 29.507879,-95.081673",en,27813302,244904706026127360 ,,0,"Sun, 09 Sep 2012 21:06:46 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/489882372/asdf1234ttt_normal.png,http://twitter.com/slutsinc/statuses/244904706026127360,"{""urls"":[],""hashtags"":[{""text"":""10RandomThoughts"",""indices"":[58,75]}],""user_mentions"":[]}",1
omeprazole,mattgrobo,"@sweetmichelle85 @brockton24_7 I'm more of a maloxx, omeprazole kind of guy",09/09/2012 20:08:16,"loc: 42.141137,-70.873347",en,167713883,244889984421744640 ,sweetmichelle85,25198607,"Sun, 09 Sep 2012 20:08:16 +0000",244889705492148225,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2464354868/image_normal.jpg,http://twitter.com/mattgrobo/statuses/244889984421744640,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":25198607,""name"":""Michelle"",""indices"":[0,16],""screen_name"":""sweetmichelle85"",""id_str"":""25198607""},{""id"":51844852,""name"":""Brockton, Ma"",""indices"":[17,30],""screen_name"":""Brockton24_7"",""id_str"":""51844852""}]}",1
warfarin,shaunmoore3,@rolandrat someone pas the warfarin,09/09/2012 19:51:10,"loc: 53.741494,-2.48601",en,782422135,244885677890748416 ,rolandrat,19134099,"Sun, 09 Sep 2012 19:51:10 +0000",244884767328309249,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,http://twitter.com/shaunmoore3/statuses/244885677890748416,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":19134099,""name"":""SIR ROLAND RAT "",""indices"":[0,10],""screen_name"":""rolandrat"",""id_str"":""19134099""}]}",1
hydrocodone,LiliaVallis,I just took hydrocodone and I'm loopy.,09/09/2012 18:52:39,"loc: 33.158717,-111.527749",en,296417049,244870954583461889 ,,0,"Sun, 09 Sep 2012 18:52:39 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2510453299/iq4nnr36cvilw5wfirzo_normal.jpeg,http://twitter.com/LiliaVallis/statuses/244870954583461889,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
citalopram,SimbaUK,"Having Citalopram withdrawal symptoms, not good!!",09/09/2012 17:49:59,"loc: 53.25404,-1.465364",en,19995518,244855181777457153 ,,0,"Sun, 09 Sep 2012 17:49:59 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2422501825/image_normal.jpg,http://twitter.com/SimbaUK/statuses/244855181777457153,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,RandomCatRant,I feel like some one should have told me that #TequilaRose taste a lot like children's bubblegum amoxicillin #eeh,09/09/2012 15:42:47,"loc: 30.234046,-97.865106",en,102451662,244823173273620480 ,,0,"Sun, 09 Sep 2012 15:42:47 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2578185744/8Y333Uk2_normal,http://twitter.com/RandomCatRant/statuses/244823173273620480,"{""urls"":[],""hashtags"":[{""text"":""TequilaRose"",""indices"":[46,58]},{""text"":""eeh"",""indices"":[109,113]}],""user_mentions"":[]}",1
hydrocodone,Justin_Eley,My back is killing me. A Hydrocodone didn't even help. That's bad,09/09/2012 14:00:29,"loc: 38.002585,-75.415299",en,17568550,244797425632559104 ,,0,"Sun, 09 Sep 2012 14:00:29 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1710891947/o1mPouj2_normal,http://twitter.com/Justin_Eley/statuses/244797425632559104,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
alprazolam,medicRNVinnie,"@DrRMalone  I'm sure they would go insane, your dates probably needed 5mg of alprazolam prior to knocking on your door!",09/09/2012 03:45:39,"loc: 43.054784,-87.894119",en,627971039,244642699016286209 ,DrRMalone,711294942,"Sun, 09 Sep 2012 03:45:39 +0000",244641094447554561,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2588040757/TqHzbkaB_normal,http://twitter.com/medicRNVinnie/statuses/244642699016286209,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":711294942,""name"":""Dr.Rebecca Malone"",""indices"":[0,10],""screen_name"":""DrRMalone"",""id_str"":""711294942""}]}",1
warfarin,TheJoeThomas,"@theChen92 @dust_busting Well, just take it easy on the Warfarin...",09/09/2012 02:10:22,"loc: 43.001294,-78.789356",en,129594200,244618718859108353 ,theChen92,14263023,"Sun, 09 Sep 2012 02:10:22 +0000",244616606616010753,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/797868966/joe_normal.gif,http://twitter.com/TheJoeThomas/statuses/244618718859108353,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":14263023,""name"":""Nicholas Chen"",""indices"":[0,10],""screen_name"":""theChen92"",""id_str"":""14263023""},{""id"":442451439,""name"":""Dustin Anderson"",""indices"":[11,24],""screen_name"":""Dust_busting"",""id_str"":""442451439""}]}",1
hydrocodone,whathelenaa,"If I become a rapper, my name is gonna Hotdog Hydrocodone.",09/09/2012 01:02:41,"loc: 42.23458,-96.470656",en,275637236,244601689208918016 ,,0,"Sun, 09 Sep 2012 01:02:41 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2564721244/holex7fd8aa5bxfhjhnp_normal.jpeg,http://twitter.com/whathelenaa/statuses/244601689208918016,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
warfarin,ingriddirdal,On it againg #marevan #warfarin  @ Vassøy http://t.co/ujwh9oyc,08/09/2012 19:58:43,"loc: 58.996821,5.782614",en,17876780,244525193656164353 ,,0,"Sat, 08 Sep 2012 19:58:43 +0000",,&lt;a href=&quot;http://instagr.am&quot;&gt;Instagram&lt;/a&gt;,http://a0.twimg.com/profile_images/2559000991/image_normal.jpg,http://twitter.com/ingriddirdal/statuses/244525193656164353,"{""urls"":[{""expanded_url"":""http://instagr.am/p/PU7AdWqemG/"",""indices"":[42,62],""display_url"":""instagr.am/p/PU7AdWqemG/"",""url"":""http://t.co/ujwh9oyc""}],""hashtags"":[{""text"":""marevan"",""indices"":[13,21]},{""text"":""warfarin"",""indices"":[22,31]}],""user_mentions"":[]}",1
amoxicillin,olinSRD,"Hahaa RT @yudittama: Semenjak gue kerja di apotik, gue punya pacar namanya ""sisil""!! Nama panjangnya amoxicillin.. http://t.co/bFQObRZ4",08/09/2012 14:32:12,"loc: -2.994709,104.806058",id,113533744,244443020274069505 ,,0,"Sat, 08 Sep 2012 14:32:12 +0000",,&lt;a href=&quot;http://ubersocial.com&quot;&gt;UberSocial for BlackBerry&lt;/a&gt;,http://a0.twimg.com/profile_images/2584376355/Ria_20Syamaulina_normal.jpg,http://twitter.com/olinSRD/statuses/244443020274069505,"{""urls"":[{""expanded_url"":""http://myloc.me/qvDuU"",""indices"":[115,135],""display_url"":""myloc.me/qvDuU"",""url"":""http://t.co/bFQObRZ4""}],""hashtags"":[],""user_mentions"":[{""id"":126865603,""name"":""yudi aditya pratama"",""indices"":[9,19],""screen_name"":""yudittama"",""id_str"":""126865603""}]}",1
hydrocodone,brianvlasak,“@NAIDW: #Hydrocodone Bitartrate ER Shown to be Effective for Chronic Pain - https://t.co/6DRmiRoj”,08/09/2012 14:23:43,"loc: 41.661093,-91.533471",en,127953949,244440888321929216 ,,0,"Sat, 08 Sep 2012 14:23:43 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2449102094/vxdqlb5paevhntj7g2ug_normal.jpeg,http://twitter.com/brianvlasak/statuses/244440888321929216,"{""urls"":[{""expanded_url"":""https://www.naidw.org/news"",""indices"":[77,98],""display_url"":""naidw.org/news"",""url"":""https://t.co/6DRmiRoj""}],""hashtags"":[{""text"":""Hydrocodone"",""indices"":[9,21]}],""user_mentions"":[{""id"":58881671,""name"":""Injured Workers"",""indices"":[1,7],""screen_name"":""NAIDW"",""id_str"":""58881671""}]}",1
azithromycin,LewCollado,@psychologywar may antibacterials ka na. Anong nireseta sau? Azithromycin?,08/09/2012 10:00:03,"loc: 14.52446,120.99028",tl,327267711,244374533371461633 ,psychologywar,469890513,"Sat, 08 Sep 2012 10:00:03 +0000",244369881309540352,&lt;a href=&quot;http://blackberry.com/twitter&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,http://a0.twimg.com/profile_images/2551751701/wbcijw8rkcfod09oxr17_normal.jpeg,http://twitter.com/LewCollado/statuses/244374533371461633,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":469890513,""name"":""MON"",""indices"":[0,14],""screen_name"":""psychologywar"",""id_str"":""469890513""}]}",1
alprazolam,flakko79,“@sauxeda: @flakko79 me funciona mejor el alprazolam”// jajaja pos si eso no debe fallar... 💤💤💤,08/09/2012 07:39:39,"loc: 25.783754,-100.431805",es,290669268,244339200101588992 ,,0,"Sat, 08 Sep 2012 07:39:39 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2492412286/image_normal.jpg,http://twitter.com/flakko79/statuses/244339200101588992,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":8103932,""name"":""Arthur Sxs"",""indices"":[1,9],""screen_name"":""sauxeda"",""id_str"":""8103932""},{""id"":290669268,""name"":""Flakk®"",""indices"":[11,20],""screen_name"":""flakko79"",""id_str"":""290669268""}]}",1
Lipitor,jericsonco,@ish_lai @cathybooko dios ko lipitor gamot yun ng tatay ko a,08/09/2012 04:54:08,"loc: 14.509806,121.012857",tl,304013741,244297546074308608 ,ish_lai,278407555,"Sat, 08 Sep 2012 04:54:08 +0000",244217599628566528,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2116535418/DSC-0563_normal.JPG,http://twitter.com/jericsonco/statuses/244297546074308608,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":278407555,""name"":""Risha Lai"",""indices"":[0,8],""screen_name"":""ish_lai"",""id_str"":""278407555""},{""id"":422345250,""name"":""Catherine Dueñas"",""indices"":[9,20],""screen_name"":""cathybooko"",""id_str"":""422345250""}]}",1
hydrocodone,RayFisch05,Or hydrocodone.,08/09/2012 01:18:28,"loc: 45.471957,-122.89791",en,375497346,244243272640364544 ,,0,"Sat, 08 Sep 2012 01:18:28 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2519018414/image_normal.jpg,http://twitter.com/RayFisch05/statuses/244243272640364544,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,Mallory2323,"I'm not a happy camper right now. I've been waiting for thirty minutes to get magic mouthwash, amoxicillin, and ibuprofen. Hurry upppp!",07/09/2012 22:20:39,"loc: 39.844943,-77.182332",en,23098996,244198520842760193 ,,0,"Fri, 07 Sep 2012 22:20:39 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2528562965/image_normal.jpg,http://twitter.com/Mallory2323/statuses/244198520842760193,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
omeprazole,littlemissdin2x,Acid. Oh wow. Omeprazole where are you? 👊💊,07/09/2012 14:14:25,"loc: 10.740144,122.973297",en,100662742,244076156440154112 ,,0,"Fri, 07 Sep 2012 14:14:25 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2575768409/image_normal.jpg,http://twitter.com/littlemissdin2x/statuses/244076156440154112,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
warfarin,ashsoni0607,Part of NIC discussion on using the new anticoag drugs is should warfarin become a high risk MUR,07/09/2012 11:53:11,"loc: 51.518498,-0.11593",en,313478019,244040617297055744 ,,0,"Fri, 07 Sep 2012 11:53:11 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1932744495/image_normal.jpg,http://twitter.com/ashsoni0607/statuses/244040617297055744,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
citalopram,medic914,"@Project17J oh, I've got YEARS more photos (But, I've ordered the Citalopram...) #bigbumpcoming",07/09/2012 05:19:10,"loc: 51.548896,-0.007711",en,56498178,243941456484655105 ,Project17J,22377139,"Fri, 07 Sep 2012 05:19:10 +0000",243940852345470976,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2539441295/1ca49d04-9081-4a31-b93f-09857b918c6f_normal.png,http://twitter.com/medic914/statuses/243941456484655105,"{""urls"":[],""hashtags"":[{""text"":""bigbumpcoming"",""indices"":[81,95]}],""user_mentions"":[{""id"":22377139,""name"":""Andrew Jones"",""indices"":[0,11],""screen_name"":""Project17J"",""id_str"":""22377139""}]}",1
amoxicillin,jjhubba,amoxicillin oh how i loath thee!!  @ Mawney rd medical centre http://t.co/a197BMtp,07/09/2012 08:49:57,"loc: 51.566166,0.17",en,19590354,243994503810281472 ,,0,"Fri, 07 Sep 2012 08:49:57 +0000",,&lt;a href=&quot;http://instagr.am&quot;&gt;Instagram&lt;/a&gt;,http://a0.twimg.com/profile_images/1915158219/image_normal.jpg,http://twitter.com/jjhubba/statuses/243994503810281472,"{""urls"":[{""expanded_url"":""http://instagr.am/p/PRJlPOteL4/"",""indices"":[62,82],""display_url"":""instagr.am/p/PRJlPOteL4/"",""url"":""http://t.co/a197BMtp""}],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,_CoconutKushh,"Hydrocodone, Advil &amp; a muscle relaxer with a hot shower got me feeling so good(; #Bedtime #SleepingLikeABaby #Goodnight",07/09/2012 08:11:27,"loc: 29.521667,-95.312801",en,455813211,243984813764251649 ,,0,"Fri, 07 Sep 2012 08:11:27 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2581319803/v9rhD3hH_normal,http://twitter.com/_CoconutKushh/statuses/243984813764251649,"{""urls"":[],""hashtags"":[{""text"":""Bedtime"",""indices"":[85,93]},{""text"":""SleepingLikeABaby"",""indices"":[94,112]},{""text"":""Goodnight"",""indices"":[113,123]}],""user_mentions"":[]}",1
citalopram,medic914,"@Project17J oh, I've got YEARS more photos (But, I've ordered the Citalopram...) #bigbumpcoming",07/09/2012 05:19:10,"loc: 51.548896,-0.007711",en,56498178,243941456484655105 ,Project17J,22377139,"Fri, 07 Sep 2012 05:19:10 +0000",243940852345470976,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2539441295/1ca49d04-9081-4a31-b93f-09857b918c6f_normal.png,http://twitter.com/medic914/statuses/243941456484655105,"{""urls"":[],""hashtags"":[{""text"":""bigbumpcoming"",""indices"":[81,95]}],""user_mentions"":[{""id"":22377139,""name"":""Andrew Jones"",""indices"":[0,11],""screen_name"":""Project17J"",""id_str"":""22377139""}]}",1
hydrochlorothiazide,victorvillalvaz,The chemical components required for asystemical inferior subclavian congestion in the human superior vena cava. Hydrochlorothiazide nigga!,07/09/2012 04:30:02,"loc: 41.234141,-111.967105",en,386701721,243929094255951873 ,,0,"Fri, 07 Sep 2012 04:30:02 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2554882627/LjFH5UUV_normal,http://twitter.com/victorvillalvaz/statuses/243929094255951873,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
levothyroxine,chlobriesadi,@tigrayrocks the levothyroxine was generic synthroid.,07/09/2012 01:44:15,"loc: 42.838008,-85.5893",en,442520639,243887371756658688 ,tigrayrocks,21165298,"Fri, 07 Sep 2012 01:44:15 +0000",243884828200685569,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,http://twitter.com/chlobriesadi/statuses/243887371756658688,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":21165298,""name"":""Vicki Andrada"",""indices"":[0,12],""screen_name"":""tigrayrocks"",""id_str"":""21165298""}]}",1
levothyroxine,chlobriesadi,@tigrayrocks i have been on a few. The first was levethroid then levothyroxine now arour thyroid.,07/09/2012 01:38:28,"loc: 42.837939,-85.58919",en,442520639,243885916349947904 ,tigrayrocks,21165298,"Fri, 07 Sep 2012 01:38:28 +0000",243884828200685569,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,http://twitter.com/chlobriesadi/statuses/243885916349947904,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":21165298,""name"":""Vicki Andrada"",""indices"":[0,12],""screen_name"":""tigrayrocks"",""id_str"":""21165298""}]}",1
hydrocodone,skylarjp,Hydrocodone&gt;&gt;&gt;,07/09/2012 01:35:01,"loc: 37.097472,-93.809649",sv,263851560,243885048481316864 ,,0,"Fri, 07 Sep 2012 01:35:01 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1908176229/image_normal.jpg,http://twitter.com/skylarjp/statuses/243885048481316864,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
alprazolam,fahmirosad,"Bisa yung, sing loba bisa sare salilana gra hahaRT @ganjarbuyung: Make camlet bs te?hhaRT @fahmirosad: Bner yung, asal ulah merk alprazolam",06/09/2012 20:07:12,"loc: -7.176721,107.872025",id,496241518,243802550938263552 ,,0,"Thu, 06 Sep 2012 20:07:12 +0000",,&lt;a href=&quot;http://blackberry.com/twitter&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,http://a0.twimg.com/profile_images/2566363156/s2_normal.jpg,http://twitter.com/fahmirosad/statuses/243802550938263552,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":195658360,""name"":""Ganjar A Setiawan"",""indices"":[51,64],""screen_name"":""ganjarbuyung"",""id_str"":""195658360""},{""id"":496241518,""name"":""Fahmi Rosad"",""indices"":[90,101],""screen_name"":""fahmirosad"",""id_str"":""496241518""}]}",1
alprazolam,fahmirosad,"Bner yung, asal ulah merk alprazolam wh hahaRT @ganjarbuyung: Lila lilaa mah da meuli obat saree euy",06/09/2012 20:03:45,"loc: -7.176879,107.871863",id,496241518,243801683682025472 ,,0,"Thu, 06 Sep 2012 20:03:45 +0000",,&lt;a href=&quot;http://blackberry.com/twitter&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,http://a0.twimg.com/profile_images/2566363156/s2_normal.jpg,http://twitter.com/fahmirosad/statuses/243801683682025472,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":195658360,""name"":""Ganjar A Setiawan"",""indices"":[47,60],""screen_name"":""ganjarbuyung"",""id_str"":""195658360""}]}",1
warfarin,EricOConnor,@budge1984 @clottyrunner nothing better than the feeling of getting off warfarin. Congrats!,06/09/2012 19:58:54,"loc: 41.872832,-88.136711",en,27241778,243800464062300160 ,budge1984,307492942,"Thu, 06 Sep 2012 19:58:54 +0000",243794808823508992,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1445561001/267938_2285491856189_1215669087_32814782_8130569_n_normal.jpg,http://twitter.com/EricOConnor/statuses/243800464062300160,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":307492942,""name"":""budge26"",""indices"":[0,10],""screen_name"":""budge1984"",""id_str"":""307492942""},{""id"":38444077,""name"":""Chris Brown"",""indices"":[11,24],""screen_name"":""ClottyRunner"",""id_str"":""38444077""}]}",1
hydrocodone,iAMsiiddiity,Smh I was sick af“@Supaa_Thick: Yes that's thee worst!! Have u weak af!! RT @iAMsiiddiity: Don't take that hydrocodone without eating 1st!!”,06/09/2012 19:00:21,"loc: 35.661077,-78.709793",en,48282921,243785727203241984 ,,0,"Thu, 06 Sep 2012 19:00:21 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2573531281/mm081uxstcuriph3byd1_normal.jpeg,http://twitter.com/iAMsiiddiity/statuses/243785727203241984,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":241443541,""name"":""Adrienne Williams"",""indices"":[18,30],""screen_name"":""Supaa_Thick"",""id_str"":""241443541""},{""id"":48282921,""name"":""the REALsiddity girl"",""indices"":[76,89],""screen_name"":""iAMsiiddiity"",""id_str"":""48282921""}]}",1
hydrocodone,iAMsiiddiity,Don't take that hydrocodone without eating 1st!!,06/09/2012 18:32:44,"loc: 35.650004,-78.706501",en,48282921,243778776536846336 ,,0,"Thu, 06 Sep 2012 18:32:44 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2573531281/mm081uxstcuriph3byd1_normal.jpeg,http://twitter.com/iAMsiiddiity/statuses/243778776536846336,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
zolpidem,goddessladydian,Yo Tweeps! Has anyone taken Zolpidem for sleep? And then had some weird shit happen? O_o,06/09/2012 18:17:43,"loc: 30.134145,-95.751937",en,29364430,243774997217296384 ,,0,"Thu, 06 Sep 2012 18:17:43 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1210634234/image_normal.jpg,http://twitter.com/goddessladydian/statuses/243774997217296384,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,BabyAyy16,@Jody_Jooo ahaha nah i got that hydrocodone nigga (; in a liquid and pill form! ahahahaah,06/09/2012 14:26:47,"loc: 33.670024,-117.380919",en,310980100,243716884271341568 ,Jody_Jooo,427028639,"Thu, 06 Sep 2012 14:26:47 +0000",243716605719244800,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2294598529/wntPALp2_normal,http://twitter.com/BabyAyy16/statuses/243716884271341568,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":427028639,""name"":""Joseph Ramirez"",""indices"":[0,10],""screen_name"":""Jody_Jooo"",""id_str"":""427028639""}]}",1
hydrocodone,thugnaaasty,I guess these hydrocodone pills will be getting me through my day !,06/09/2012 11:34:43,"loc: 30.239179,-97.762388",en,515837736,243673582180384768 ,,0,"Thu, 06 Sep 2012 11:34:43 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2541006863/wNN7oH2M_normal,http://twitter.com/thugnaaasty/statuses/243673582180384768,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
sertraline,Anne_Jello,I need some sertraline.,06/09/2012 09:02:55,"loc: 38.345246,-75.608131",en,48934518,243635379180290048 ,,0,"Thu, 06 Sep 2012 09:02:55 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2421042256/image_normal.jpg,http://twitter.com/Anne_Jello/statuses/243635379180290048,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
zolpidem,diogovanolli,E essa pressão no peito que parece nunca aliviar? Fechar os olhos e deixar o zolpidem se encarregar da esperança de um dia melhor.,06/09/2012 04:57:05,"loc: -27.572281,-48.529791",pt,130220232,243573512047063040 ,,0,"Thu, 06 Sep 2012 04:57:05 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/1746223966/20111215_181854_normal.jpg,http://twitter.com/diogovanolli/statuses/243573512047063040,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
zolpidem,CamiloCuello,Ayy Dios dame sueño... A mala hora se vino a enferma y yo tendiéndome q levanta temprano #zolpidem,06/09/2012 04:36:55,"loc: 11.007273,-74.828967",es,139941069,243568437782257664 ,,0,"Thu, 06 Sep 2012 04:36:55 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2581180506/image_normal.jpg,http://twitter.com/CamiloCuello/statuses/243568437782257664,"{""urls"":[],""hashtags"":[{""text"":""zolpidem"",""indices"":[89,98]}],""user_mentions"":[]}",1
warfarin,nkoylan,"6 onemli kalp ilaci! Satainler, aspirin, klopidogrel, warfarin, beta blokerler ve ACE inhibitorleri http://t.co/WgIffaxu",06/09/2012 04:24:52,"loc: 41.057996,28.987002",tr,83419919,243565405552144384 ,,0,"Thu, 06 Sep 2012 04:24:52 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2575541833/zu7gngkxlrozkeexolas_normal.jpeg,http://twitter.com/nkoylan/statuses/243565405552144384,"{""urls"":[{""expanded_url"":""http://ow.ly/dtFuD"",""indices"":[100,120],""display_url"":""ow.ly/dtFuD"",""url"":""http://t.co/WgIffaxu""}],""hashtags"":[],""user_mentions"":[]}",1
amlodipine,sasongkosazz,"Yak, saatnya Amlodipine 10mg n' Simvastatin 10mg pula tiap paginya ... (ง'̀⌣'́)ง",05/09/2012 23:38:58,"loc: -6.96039,110.40605",id,230908677,243493455035240448 ,,0,"Wed, 05 Sep 2012 23:38:58 +0000",,&lt;a href=&quot;http://blackberry.com/twitter&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,http://a0.twimg.com/profile_images/2567341772/IMG-20120830-003761_normal.jpg,http://twitter.com/sasongkosazz/statuses/243493455035240448,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
